"length","id","line","treat"
56.28,1,"MO001","Control"
52.71,1,"MO001","Control"
50.67,1,"MO001","Control"
43.84,1,"MO001","Control"
52.9,2,"MO001","Control"
54.31,2,"MO001","Control"
52.86,2,"MO001","Control"
48.83,2,"MO001","Control"
47.24,3,"MO001","Control"
45.03,3,"MO001","Control"
51.33,3,"MO001","Control"
51.59,3,"MO001","Control"
52.52,4,"MO001","Control"
44.26,4,"MO001","Control"
48.14,4,"MO001","Control"
NA,4,"MO001","Control"
54.38,5,"MO001","EOD-FR"
64.47,5,"MO001","EOD-FR"
56.83,5,"MO001","EOD-FR"
NA,5,"MO001","EOD-FR"
64.17,6,"MO001","EOD-FR"
58.69,6,"MO001","EOD-FR"
NA,6,"MO001","EOD-FR"
NA,6,"MO001","EOD-FR"
55.65,7,"MO001","EOD-FR"
55.69,7,"MO001","EOD-FR"
60.29,7,"MO001","EOD-FR"
57.3,7,"MO001","EOD-FR"
51.16,8,"MO001","EOD-FR"
55.08,8,"MO001","EOD-FR"
59.63,8,"MO001","EOD-FR"
NA,8,"MO001","EOD-FR"
54.4,9,"MO005","Control"
52.88,9,"MO005","Control"
66.43,9,"MO005","Control"
50.41,9,"MO005","Control"
61.93,10,"MO005","Control"
57.51,10,"MO005","Control"
57.11,10,"MO005","Control"
59.34,10,"MO005","Control"
59.28,11,"MO005","Control"
70.3,11,"MO005","Control"
68.51,11,"MO005","Control"
60.7,11,"MO005","Control"
44.38,12,"MO005","Control"
42.3,12,"MO005","Control"
45.59,12,"MO005","Control"
44.59,12,"MO005","Control"
88.85,13,"MO005","EOD-FR"
82.22,13,"MO005","EOD-FR"
72.01,13,"MO005","EOD-FR"
79.96,13,"MO005","EOD-FR"
83.05,14,"MO005","EOD-FR"
81.48,14,"MO005","EOD-FR"
68.11,14,"MO005","EOD-FR"
NA,14,"MO005","EOD-FR"
81.47,15,"MO005","EOD-FR"
77.35,15,"MO005","EOD-FR"
81.24,15,"MO005","EOD-FR"
65.65,15,"MO005","EOD-FR"
56.15,16,"MO005","EOD-FR"
57.86,16,"MO005","EOD-FR"
53.97,16,"MO005","EOD-FR"
57.38,16,"MO005","EOD-FR"
53.08,17,"MO007","Control"
50.59,17,"MO007","Control"
64.89,17,"MO007","Control"
51.21,17,"MO007","Control"
51.76,18,"MO007","Control"
44.27,18,"MO007","Control"
58.02,18,"MO007","Control"
51.99,18,"MO007","Control"
51.04,19,"MO007","Control"
54.43,19,"MO007","Control"
NA,19,"MO007","Control"
NA,19,"MO007","Control"
59.07,20,"MO007","Control"
57.16,20,"MO007","Control"
NA,20,"MO007","Control"
NA,20,"MO007","Control"
78.29,21,"MO007","EOD-FR"
NA,21,"MO007","EOD-FR"
NA,21,"MO007","EOD-FR"
NA,21,"MO007","EOD-FR"
63.45,22,"MO007","EOD-FR"
66.65,22,"MO007","EOD-FR"
68.87,22,"MO007","EOD-FR"
66.86,22,"MO007","EOD-FR"
73.88,23,"MO007","EOD-FR"
73.57,23,"MO007","EOD-FR"
68.04,23,"MO007","EOD-FR"
69.65,23,"MO007","EOD-FR"
73.22,24,"MO007","EOD-FR"
58.87,24,"MO007","EOD-FR"
55.55,24,"MO007","EOD-FR"
NA,24,"MO007","EOD-FR"
38.03,25,"MO008","Control"
48.21,25,"MO008","Control"
43.83,25,"MO008","Control"
46.03,25,"MO008","Control"
46.39,26,"MO008","Control"
47.2,26,"MO008","Control"
50.23,26,"MO008","Control"
NA,26,"MO008","Control"
47.45,27,"MO008","Control"
43.09,27,"MO008","Control"
44.07,27,"MO008","Control"
NA,27,"MO008","Control"
39.41,28,"MO008","Control"
38.85,28,"MO008","Control"
36.53,28,"MO008","Control"
38.25,28,"MO008","Control"
54.32,29,"MO008","EOD-FR"
53.91,29,"MO008","EOD-FR"
50.27,29,"MO008","EOD-FR"
NA,29,"MO008","EOD-FR"
55.62,30,"MO008","EOD-FR"
55.01,30,"MO008","EOD-FR"
57.45,30,"MO008","EOD-FR"
NA,30,"MO008","EOD-FR"
48.98,31,"MO008","EOD-FR"
44.69,31,"MO008","EOD-FR"
47.74,31,"MO008","EOD-FR"
46.56,31,"MO008","EOD-FR"
52.4,32,"MO008","EOD-FR"
51.02,32,"MO008","EOD-FR"
57.62,32,"MO008","EOD-FR"
54.31,32,"MO008","EOD-FR"
54.61,33,"MO012","Control"
NA,33,"MO012","Control"
NA,33,"MO012","Control"
NA,33,"MO012","Control"
56.95,34,"MO012","EOD-FR"
62.18,34,"MO012","EOD-FR"
60.54,34,"MO012","EOD-FR"
55.7,34,"MO012","EOD-FR"
54.95,35,"MO014","Control"
52.23,35,"MO014","Control"
62.04,35,"MO014","Control"
NA,35,"MO014","Control"
58.98,36,"MO014","Control"
62.54,36,"MO014","Control"
64.37,36,"MO014","Control"
56.06,36,"MO014","Control"
60.18,37,"MO014","Control"
56.63,37,"MO014","Control"
61.62,37,"MO014","Control"
43.75,37,"MO014","Control"
52.88,38,"MO014","Control"
59.91,38,"MO014","Control"
51.32,38,"MO014","Control"
55.62,38,"MO014","Control"
62.66,39,"MO014","EOD-FR"
44.36,39,"MO014","EOD-FR"
62.89,39,"MO014","EOD-FR"
61.87,39,"MO014","EOD-FR"
56.29,40,"MO014","EOD-FR"
66.12,40,"MO014","EOD-FR"
64.01,40,"MO014","EOD-FR"
65.08,40,"MO014","EOD-FR"
65.44,41,"MO014","EOD-FR"
64.04,41,"MO014","EOD-FR"
68.11,41,"MO014","EOD-FR"
NA,41,"MO014","EOD-FR"
61.27,42,"MO014","EOD-FR"
64.75,42,"MO014","EOD-FR"
54.73,42,"MO014","EOD-FR"
63.87,42,"MO014","EOD-FR"
66.34,43,"MO015","Control"
67.58,43,"MO015","Control"
58.27,43,"MO015","Control"
61.46,43,"MO015","Control"
66.44,44,"MO015","Control"
68.55,44,"MO015","Control"
60.71,44,"MO015","Control"
64.67,44,"MO015","Control"
55.41,45,"MO015","Control"
74.09,45,"MO015","Control"
67.12,45,"MO015","Control"
71.4,45,"MO015","Control"
56.96,46,"MO015","Control"
64.1,46,"MO015","Control"
65.83,46,"MO015","Control"
73.74,46,"MO015","Control"
73.55,47,"MO015","EOD-FR"
73.55,47,"MO015","EOD-FR"
74.37,47,"MO015","EOD-FR"
79.41,47,"MO015","EOD-FR"
82.23,48,"MO015","EOD-FR"
71.91,48,"MO015","EOD-FR"
73.38,48,"MO015","EOD-FR"
82.24,48,"MO015","EOD-FR"
72.73,49,"MO015","EOD-FR"
77.92,49,"MO015","EOD-FR"
79.23,49,"MO015","EOD-FR"
77.27,49,"MO015","EOD-FR"
79.35,50,"MO015","EOD-FR"
76.77,50,"MO015","EOD-FR"
79.28,50,"MO015","EOD-FR"
84.04,50,"MO015","EOD-FR"
55.36,51,"MO016","Control"
57.33,51,"MO016","Control"
NA,51,"MO016","Control"
NA,51,"MO016","Control"
49.9,52,"MO016","Control"
54.2,52,"MO016","Control"
47.87,52,"MO016","Control"
NA,52,"MO016","Control"
44.72,53,"MO016","Control"
NA,53,"MO016","Control"
NA,53,"MO016","Control"
NA,53,"MO016","Control"
52.35,54,"MO016","Control"
NA,54,"MO016","Control"
NA,54,"MO016","Control"
NA,54,"MO016","Control"
49.97,55,"MO016","EOD-FR"
54.83,55,"MO016","EOD-FR"
NA,55,"MO016","EOD-FR"
NA,55,"MO016","EOD-FR"
61.28,56,"MO016","EOD-FR"
62.82,56,"MO016","EOD-FR"
61.07,56,"MO016","EOD-FR"
NA,56,"MO016","EOD-FR"
50.32,57,"MO016","EOD-FR"
48.93,57,"MO016","EOD-FR"
NA,57,"MO016","EOD-FR"
NA,57,"MO016","EOD-FR"
45.35,58,"MO016","EOD-FR"
NA,58,"MO016","EOD-FR"
NA,58,"MO016","EOD-FR"
NA,58,"MO016","EOD-FR"
55.69,59,"MO017","Control"
57.28,59,"MO017","Control"
62.44,59,"MO017","Control"
49.4,59,"MO017","Control"
53.83,60,"MO017","Control"
69.8,60,"MO017","Control"
NA,60,"MO017","Control"
NA,60,"MO017","Control"
63.81,61,"MO017","Control"
59.61,61,"MO017","Control"
NA,61,"MO017","Control"
NA,61,"MO017","Control"
75.68,62,"MO017","EOD-FR"
NA,62,"MO017","EOD-FR"
NA,62,"MO017","EOD-FR"
NA,62,"MO017","EOD-FR"
69.47,63,"MO017","EOD-FR"
72.04,63,"MO017","EOD-FR"
74.3,63,"MO017","EOD-FR"
68.51,63,"MO017","EOD-FR"
66.88,64,"MO017","EOD-FR"
64.15,64,"MO017","EOD-FR"
73.61,64,"MO017","EOD-FR"
73.62,64,"MO017","EOD-FR"
67.29,65,"MO017","EOD-FR"
66.19,65,"MO017","EOD-FR"
65.56,65,"MO017","EOD-FR"
NA,65,"MO017","EOD-FR"
55.17,66,"MO021","Control"
51.24,66,"MO021","Control"
49.77,66,"MO021","Control"
48.97,66,"MO021","Control"
43.71,67,"MO021","Control"
56.76,67,"MO021","Control"
57.56,67,"MO021","Control"
60.02,67,"MO021","Control"
53.59,68,"MO021","Control"
48.51,68,"MO021","Control"
52.82,68,"MO021","Control"
NA,68,"MO021","Control"
57.45,69,"MO021","Control"
48.19,69,"MO021","Control"
57.52,69,"MO021","Control"
55.74,69,"MO021","Control"
50.28,70,"MO021","EOD-FR"
61.33,70,"MO021","EOD-FR"
55.21,70,"MO021","EOD-FR"
52.04,70,"MO021","EOD-FR"
58.47,71,"MO021","EOD-FR"
57.13,71,"MO021","EOD-FR"
62.64,71,"MO021","EOD-FR"
57.16,71,"MO021","EOD-FR"
48.61,72,"MO021","EOD-FR"
55.32,72,"MO021","EOD-FR"
54.89,72,"MO021","EOD-FR"
52.63,72,"MO021","EOD-FR"
47.03,73,"MO021","EOD-FR"
55.66,73,"MO021","EOD-FR"
58.33,73,"MO021","EOD-FR"
45.41,73,"MO021","EOD-FR"
40.52,74,"MO022","Control"
41.13,74,"MO022","Control"
NA,74,"MO022","Control"
NA,74,"MO022","Control"
46.12,75,"MO022","Control"
46.8,75,"MO022","Control"
NA,75,"MO022","Control"
NA,75,"MO022","Control"
45.09,76,"MO022","Control"
50.34,76,"MO022","Control"
46.56,76,"MO022","Control"
50.29,76,"MO022","Control"
54.15,77,"MO022","EOD-FR"
NA,77,"MO022","EOD-FR"
NA,77,"MO022","EOD-FR"
NA,77,"MO022","EOD-FR"
49.21,78,"MO022","EOD-FR"
51.5,78,"MO022","EOD-FR"
51.36,78,"MO022","EOD-FR"
NA,78,"MO022","EOD-FR"
50.82,79,"MO022","EOD-FR"
52.17,79,"MO022","EOD-FR"
52.41,79,"MO022","EOD-FR"
NA,79,"MO022","EOD-FR"
48.53,80,"MO022","EOD-FR"
55.58,80,"MO022","EOD-FR"
NA,80,"MO022","EOD-FR"
NA,80,"MO022","EOD-FR"
52.76,81,"MO023","Control"
50.84,81,"MO023","Control"
50.57,81,"MO023","Control"
NA,81,"MO023","Control"
52.19,82,"MO023","Control"
48.08,82,"MO023","Control"
NA,82,"MO023","Control"
NA,82,"MO023","Control"
47.22,83,"MO023","Control"
NA,83,"MO023","Control"
NA,83,"MO023","Control"
NA,83,"MO023","Control"
52.27,84,"MO023","Control"
NA,84,"MO023","Control"
NA,84,"MO023","Control"
NA,84,"MO023","Control"
58.78,85,"MO023","EOD-FR"
63.65,85,"MO023","EOD-FR"
56.65,85,"MO023","EOD-FR"
63.11,85,"MO023","EOD-FR"
55.28,86,"MO023","EOD-FR"
NA,86,"MO023","EOD-FR"
NA,86,"MO023","EOD-FR"
NA,86,"MO023","EOD-FR"
50.07,87,"MO024","Control"
47.9,87,"MO024","Control"
52.41,87,"MO024","Control"
56.22,87,"MO024","Control"
59.1,88,"MO024","Control"
53.09,88,"MO024","Control"
49.55,88,"MO024","Control"
56.21,88,"MO024","Control"
46.12,89,"MO024","Control"
46.59,89,"MO024","Control"
60.15,89,"MO024","Control"
53.74,89,"MO024","Control"
53.42,90,"MO024","Control"
50.76,90,"MO024","Control"
51.48,90,"MO024","Control"
NA,90,"MO024","Control"
59.54,91,"MO024","EOD-FR"
64.61,91,"MO024","EOD-FR"
69.52,91,"MO024","EOD-FR"
NA,91,"MO024","EOD-FR"
61.17,92,"MO024","EOD-FR"
53.84,92,"MO024","EOD-FR"
59.69,92,"MO024","EOD-FR"
58.62,92,"MO024","EOD-FR"
53.71,93,"MO024","EOD-FR"
60.97,93,"MO024","EOD-FR"
60.12,93,"MO024","EOD-FR"
57.21,93,"MO024","EOD-FR"
58.37,94,"MO024","EOD-FR"
56.65,94,"MO024","EOD-FR"
62.09,94,"MO024","EOD-FR"
NA,94,"MO024","EOD-FR"
52.94,95,"MO025","Control"
58.74,95,"MO025","Control"
58.29,95,"MO025","Control"
NA,95,"MO025","Control"
54.55,96,"MO025","Control"
52.55,96,"MO025","Control"
NA,96,"MO025","Control"
NA,96,"MO025","Control"
56.72,97,"MO025","Control"
50.15,97,"MO025","Control"
NA,97,"MO025","Control"
NA,97,"MO025","Control"
67.5,98,"MO025","EOD-FR"
69.79,98,"MO025","EOD-FR"
63.63,98,"MO025","EOD-FR"
62.74,98,"MO025","EOD-FR"
64.73,99,"MO025","EOD-FR"
66.23,99,"MO025","EOD-FR"
67.28,99,"MO025","EOD-FR"
NA,99,"MO025","EOD-FR"
61.44,100,"MO025","EOD-FR"
NA,100,"MO025","EOD-FR"
NA,100,"MO025","EOD-FR"
NA,100,"MO025","EOD-FR"
58.82,101,"MO027","Control"
68.42,101,"MO027","Control"
56.58,101,"MO027","Control"
NA,101,"MO027","Control"
73.71,102,"MO027","Control"
62.45,102,"MO027","Control"
NA,102,"MO027","Control"
NA,102,"MO027","Control"
54.78,103,"MO027","Control"
56.47,103,"MO027","Control"
58.89,103,"MO027","Control"
52.53,103,"MO027","Control"
63.62,104,"MO027","Control"
54.9,104,"MO027","Control"
52.65,104,"MO027","Control"
59.67,104,"MO027","Control"
61.35,105,"MO027","EOD-FR"
67.13,105,"MO027","EOD-FR"
61.44,105,"MO027","EOD-FR"
74.93,105,"MO027","EOD-FR"
69.4,106,"MO027","EOD-FR"
69.41,106,"MO027","EOD-FR"
69.41,106,"MO027","EOD-FR"
NA,106,"MO027","EOD-FR"
75.84,107,"MO027","EOD-FR"
66.88,107,"MO027","EOD-FR"
65.16,107,"MO027","EOD-FR"
NA,107,"MO027","EOD-FR"
66.9,108,"MO027","EOD-FR"
85.66,108,"MO027","EOD-FR"
61.88,108,"MO027","EOD-FR"
NA,108,"MO027","EOD-FR"
46.1,109,"MO028","Control"
36.46,109,"MO028","Control"
45.6,109,"MO028","Control"
45.04,109,"MO028","Control"
45.35,110,"MO028","Control"
41.34,110,"MO028","Control"
42.75,110,"MO028","Control"
NA,110,"MO028","Control"
52.03,111,"MO028","Control"
41.51,111,"MO028","Control"
47.01,111,"MO028","Control"
NA,111,"MO028","Control"
43.79,112,"MO028","Control"
53.75,112,"MO028","Control"
NA,112,"MO028","Control"
NA,112,"MO028","Control"
54.88,113,"MO028","EOD-FR"
52.51,113,"MO028","EOD-FR"
NA,113,"MO028","EOD-FR"
NA,113,"MO028","EOD-FR"
52.05,114,"MO028","EOD-FR"
44.77,114,"MO028","EOD-FR"
NA,114,"MO028","EOD-FR"
NA,114,"MO028","EOD-FR"
46.67,115,"MO028","EOD-FR"
60.5,115,"MO028","EOD-FR"
50.32,115,"MO028","EOD-FR"
NA,115,"MO028","EOD-FR"
54.81,116,"MO028","EOD-FR"
60.61,116,"MO028","EOD-FR"
48.38,116,"MO028","EOD-FR"
NA,116,"MO028","EOD-FR"
57.36,117,"MO029","Control"
60.19,117,"MO029","Control"
59.84,117,"MO029","Control"
NA,117,"MO029","Control"
60.63,118,"MO029","Control"
47.14,118,"MO029","Control"
59.68,118,"MO029","Control"
NA,118,"MO029","Control"
59.2,119,"MO029","Control"
56.79,119,"MO029","Control"
NA,119,"MO029","Control"
NA,119,"MO029","Control"
54.81,120,"MO029","Control"
50.89,120,"MO029","Control"
51.39,120,"MO029","Control"
48.48,120,"MO029","Control"
64.8,121,"MO029","EOD-FR"
65.93,121,"MO029","EOD-FR"
NA,121,"MO029","EOD-FR"
NA,121,"MO029","EOD-FR"
71.98,122,"MO029","EOD-FR"
72.25,122,"MO029","EOD-FR"
69.56,122,"MO029","EOD-FR"
67.5,122,"MO029","EOD-FR"
69.6,123,"MO029","EOD-FR"
68.86,123,"MO029","EOD-FR"
61.73,123,"MO029","EOD-FR"
73.34,123,"MO029","EOD-FR"
65.5,124,"MO029","EOD-FR"
67.71,124,"MO029","EOD-FR"
69.49,124,"MO029","EOD-FR"
65.21,124,"MO029","EOD-FR"
54.36,125,"MO030","Control"
57.87,125,"MO030","Control"
57.06,125,"MO030","Control"
NA,125,"MO030","Control"
54.94,126,"MO030","Control"
57.68,126,"MO030","Control"
49.19,126,"MO030","Control"
NA,126,"MO030","Control"
55.1,127,"MO030","Control"
48,127,"MO030","Control"
55.79,127,"MO030","Control"
NA,127,"MO030","Control"
52.57,128,"MO030","Control"
50.21,128,"MO030","Control"
50.96,128,"MO030","Control"
48.25,128,"MO030","Control"
58.87,129,"MO030","EOD-FR"
56.35,129,"MO030","EOD-FR"
57.49,129,"MO030","EOD-FR"
61.54,129,"MO030","EOD-FR"
46.66,130,"MO030","EOD-FR"
62.63,130,"MO030","EOD-FR"
59.88,130,"MO030","EOD-FR"
59,130,"MO030","EOD-FR"
48.31,131,"MO030","EOD-FR"
55.6,131,"MO030","EOD-FR"
NA,131,"MO030","EOD-FR"
NA,131,"MO030","EOD-FR"
59.43,132,"MO030","EOD-FR"
52.68,132,"MO030","EOD-FR"
56.62,132,"MO030","EOD-FR"
NA,132,"MO030","EOD-FR"
46.43,133,"MO031","Control"
53.22,133,"MO031","Control"
66.11,133,"MO031","Control"
NA,133,"MO031","Control"
59.6,134,"MO031","Control"
56.94,134,"MO031","Control"
56.95,134,"MO031","Control"
NA,134,"MO031","Control"
59.49,135,"MO031","Control"
53.65,135,"MO031","Control"
60.06,135,"MO031","Control"
NA,135,"MO031","Control"
60.42,136,"MO031","Control"
51.56,136,"MO031","Control"
NA,136,"MO031","Control"
NA,136,"MO031","Control"
62.33,137,"MO031","EOD-FR"
NA,137,"MO031","EOD-FR"
NA,137,"MO031","EOD-FR"
NA,137,"MO031","EOD-FR"
66.87,138,"MO031","EOD-FR"
72,138,"MO031","EOD-FR"
NA,138,"MO031","EOD-FR"
NA,138,"MO031","EOD-FR"
69.69,139,"MO031","EOD-FR"
72.36,139,"MO031","EOD-FR"
69.07,139,"MO031","EOD-FR"
71.22,139,"MO031","EOD-FR"
59.32,140,"MO031","EOD-FR"
63.27,140,"MO031","EOD-FR"
NA,140,"MO031","EOD-FR"
NA,140,"MO031","EOD-FR"
56.1,141,"MO032","Control"
59.08,141,"MO032","Control"
61.68,141,"MO032","Control"
NA,141,"MO032","Control"
63.33,142,"MO032","Control"
55.78,142,"MO032","Control"
NA,142,"MO032","Control"
NA,142,"MO032","Control"
57.86,143,"MO032","Control"
56.73,143,"MO032","Control"
NA,143,"MO032","Control"
NA,143,"MO032","Control"
57.84,144,"MO032","Control"
59.64,144,"MO032","Control"
NA,144,"MO032","Control"
NA,144,"MO032","Control"
71.27,145,"MO032","EOD-FR"
74.62,145,"MO032","EOD-FR"
76.46,145,"MO032","EOD-FR"
74.97,145,"MO032","EOD-FR"
80.85,146,"MO032","EOD-FR"
80.87,146,"MO032","EOD-FR"
78.93,146,"MO032","EOD-FR"
77.96,146,"MO032","EOD-FR"
50.11,147,"MO032","EOD-FR"
65.56,147,"MO032","EOD-FR"
65.71,147,"MO032","EOD-FR"
56.98,147,"MO032","EOD-FR"
65.58,148,"MO032","EOD-FR"
69.98,148,"MO032","EOD-FR"
74.58,148,"MO032","EOD-FR"
NA,148,"MO032","EOD-FR"
52.09,149,"MO033","Control"
54.38,149,"MO033","Control"
58.63,149,"MO033","Control"
50.46,149,"MO033","Control"
58.11,150,"MO033","Control"
49.46,150,"MO033","Control"
62.44,150,"MO033","Control"
NA,150,"MO033","Control"
53.07,151,"MO033","Control"
43.06,151,"MO033","Control"
49.86,151,"MO033","Control"
55.18,151,"MO033","Control"
48.17,152,"MO033","Control"
50.71,152,"MO033","Control"
49.59,152,"MO033","Control"
NA,152,"MO033","Control"
56.11,153,"MO033","EOD-FR"
59.02,153,"MO033","EOD-FR"
NA,153,"MO033","EOD-FR"
NA,153,"MO033","EOD-FR"
63.43,154,"MO033","EOD-FR"
58.68,154,"MO033","EOD-FR"
39.88,154,"MO033","EOD-FR"
46.59,154,"MO033","EOD-FR"
55.26,155,"MO033","EOD-FR"
54.59,155,"MO033","EOD-FR"
56.02,155,"MO033","EOD-FR"
NA,155,"MO033","EOD-FR"
60.7,156,"MO033","EOD-FR"
62.85,156,"MO033","EOD-FR"
NA,156,"MO033","EOD-FR"
NA,156,"MO033","EOD-FR"
41.59,157,"MO035","Control"
50.7,157,"MO035","Control"
46.45,157,"MO035","Control"
54.79,157,"MO035","Control"
48.15,158,"MO035","Control"
57.31,158,"MO035","Control"
NA,158,"MO035","Control"
NA,158,"MO035","Control"
49.13,159,"MO035","Control"
45.34,159,"MO035","Control"
54.95,159,"MO035","Control"
NA,159,"MO035","Control"
46.66,160,"MO035","Control"
45.53,160,"MO035","Control"
NA,160,"MO035","Control"
NA,160,"MO035","Control"
77.66,161,"MO035","EOD-FR"
NA,161,"MO035","EOD-FR"
NA,161,"MO035","EOD-FR"
NA,161,"MO035","EOD-FR"
53.93,162,"MO035","EOD-FR"
50.71,162,"MO035","EOD-FR"
68.4,162,"MO035","EOD-FR"
66.49,162,"MO035","EOD-FR"
70.89,163,"MO035","EOD-FR"
72.82,163,"MO035","EOD-FR"
70.3,163,"MO035","EOD-FR"
72.31,163,"MO035","EOD-FR"
58.67,164,"MO035","EOD-FR"
51.89,164,"MO035","EOD-FR"
50.6,164,"MO035","EOD-FR"
NA,164,"MO035","EOD-FR"
55.05,165,"MO039","Control"
60.34,165,"MO039","Control"
52.32,165,"MO039","Control"
55.78,165,"MO039","Control"
50.44,166,"MO039","Control"
48.12,166,"MO039","Control"
50.6,166,"MO039","Control"
NA,166,"MO039","Control"
51.41,167,"MO039","Control"
51.83,167,"MO039","Control"
46.78,167,"MO039","Control"
NA,167,"MO039","Control"
52.29,168,"MO039","Control"
48.25,168,"MO039","Control"
51.56,168,"MO039","Control"
NA,168,"MO039","Control"
65.61,169,"MO039","EOD-FR"
60.71,169,"MO039","EOD-FR"
57.9,169,"MO039","EOD-FR"
71.79,169,"MO039","EOD-FR"
56.74,170,"MO039","EOD-FR"
58.14,170,"MO039","EOD-FR"
50.34,170,"MO039","EOD-FR"
NA,170,"MO039","EOD-FR"
53.21,171,"MO039","EOD-FR"
61.4,171,"MO039","EOD-FR"
61.5,171,"MO039","EOD-FR"
65.69,171,"MO039","EOD-FR"
61.46,172,"MO039","EOD-FR"
